,Titel van het Recept,Ingredienten,Website URLS
413,Spruitjes met worst van de bakplaat,"['450  aardappelpartjes', '350 gr spruitjes', 'olijfolie', '2 teentjes knoflook', '1 theelepel tijm', '270 gr worstjes', '1  rode ui', '125 gr tomaatjes', 'peper en zout']",https://www.leukerecepten.nl/recepten/spruitjes-worst-bakplaat/
414,Pasta a la Roberto,"['200 gr verse pasta', '200 gr groene asperge tips', '200 gr buikspek', '100 gr geraspte Parmezaanse kaas', '2  eieren', 'Snuf peper', '1 eetlepel azijn']",https://www.leukerecepten.nl/recepten/pasta-van-roberto/
415,Pompoen lasagne,"['400 gr pompoen blokjes', '400 gr verse spinazie (of uit diepvries; ontdooid en uitgelekt)', 'olijfolie', 'snuf peper en zout', '1 gr bakje ricotta a 250', '1  ei', 'handje geraspte kaas', '1 theelepel salie', '1  teen knoflook', '2  tomaten', '9  lasagnevellen']",https://www.leukerecepten.nl/recepten/pompoen-lasagne/
416,Sticky kip cola,"['6  kippenvleugels (ca 600 gr)', '200 ml cola (geen light of zero)', '2 eetlepels sojasaus', '3 eetlepels ketchup', '1 eetlepel mosterd', '1 theelepel sambal (naar smaak)', 'Snufje peper en zout', '75 gr donkere basterdsuiker', 'Bosui of peterselie om te garneren']",https://www.leukerecepten.nl/recepten/sticky-kip-cola/
417,Aardappel ovenschotel met gehakt,"['200 gr gehakt', '450 gr halve aardappels (in schil)', '125 gr champignons', '1/2  blikje tomatenpuree', 'Snuf  italiaanse kruiden', '1  klein uitje', '1/2  klein blikje mais', '75 gr ontbijtspek', '1/2  courgette', 'Handje geraspte kaas', 'Peper en zout']",https://www.leukerecepten.nl/recepten/aardappel-ovenschotel-met-gehakt/
418,Gestoomde prei rolletjes,"['3  preistengels (alleen onderzijde)', '500 gr ricotta', 'Schil van 1 citroen', '2 eetlepels paneermeel', 'peper en zout', '2  eidooiers', '1 theelepel dragon', '400 gr cherrytomaten', '2 teentjes knoflook', '1 theelepel tijm', '75 ml olijfolie', 'Stookbrood om te dippen']",https://www.leukerecepten.nl/recepten/gestoomde-prei-rolletjes/
419,Aardappeltaart met gehakt,"['800 gr aardappelschijfjes', '500 gr half om half gehakt', '200 gr prei', '125 gr geraspte kaas', '3  eieren', '400 gr yoghurt', '250 gr slagroom', '125 gr champignons', '1  paprika', 'Peper en zout', 'Snuf paprikapoeder (of cayennepeper)']",https://www.leukerecepten.nl/recepten/aardappeltaart-met-gehakt/
420,Hamburger salade,"['2  hamburgers', '2  eieren', '100 gr sla', '4  plakken ontbijtspek (uitgebakken)', '2  tomaten', '2 eetlepels parmezaanse kaas', '10  schijfjes augurken', '½   rode ui']",https://www.leukerecepten.nl/recepten/hamburger-salade/
421,Noedels met pittige garnalen,"['125 gr noedels (eier)', ""2  paprika's"", '1  teen knoflook', '2 eetlepels sojasaus', '½   limoen', '12  grote garnalen (diepvries)', '2 theelepels sambal (naar smaak)', '2 eetlepels wokolie', '2 theelepels sesam']",https://www.leukerecepten.nl/recepten/noedels-met-pittige-garnalen/
422,Caesar salade met gebakken zalm,"['1  avocado', '1  baby romaine sla', '300  zalm (2 stukken)', '1 eetlepel citroen sap', '40 gr croutons', '2 eetlepel parmezaanse kaas', '2  eieren', 'Scheutje azijn', 'peper en zout']",https://www.leukerecepten.nl/recepten/caesar-salade-met-gebakken-zalm/
423,Tagliatelle met groentesaus,"['300 gr groenten: courgette en gegrilde paprika (of andere groenten naar keuze)', '160 gr tagliatelle', '2  tomaten', '1 teen knoflook', 'Peper en zout', 'Snuf tijm', 'Eventueel scheutje water', 'Handje rucola', '2 eetlepels pijnboompitten', '50 gr geitenkaas']",https://www.leukerecepten.nl/recepten/tagliatelle-met-groentesaus/
424,Caprese salade bowl met kip,"['2  kipfilets', '100 gr baby spinazie', '6 plakjes ontbijtspek (uitgebakken)', 'verse basilicum', '1 zak  mozzarella balletjes', '250 gr  tomaatjes', '1  avocado', 'olijfolie om te bakken', '1 eetlepel pijnboompitten (geroosterd)']",https://www.leukerecepten.nl/recepten/caprese-bowl-met-kip/
425,Zelfgemaakte loempia’s,"['1  pak met 40 loempia vellen (ontdooid)', '150 gr prei (fijngesneden)', '150 gr peen julienne', '125 gr taugé', '1 stukje  gember', '2   rode pepers', '3 teentjes knoflook', '75 gr glasnoedels (gekookt)', '200 gr schouderham', 'Scheut  sojasaus', 'Snuf  komijn', '1  ei', 'Olie om te frituren']",https://www.leukerecepten.nl/recepten/zelfgemaakte-loempias/
426,Salade met rosbiefrolletjes,"['10  plakjes rosbief (dungesneden)', '200 gr roomkaas', '1  gele paprika', ' 65 gr walnoten ', '50 gr sla', '12  gedroogde tomaatjes', '200 gr sperziebonen', 'Scheut olijfolie', '1 eetlepel citroensap', 'Peper en zout', '1 theelepel mosterd']",https://www.leukerecepten.nl/recepten/salade-met-rosbiefrolletjes/
427,Salade met perzik en tomaat,"['2  tomaten', '6 blaadjes basilicum', '40 gr (knoflook) croutons', '1  mozzarella', '1 teentje knoflook', 'Scheut olijfolie', '1 eetlepel rode wijnazijn', '70 gr parmaham', '2  perziken', '1  kleine/middelgrote courgette']",https://www.leukerecepten.nl/recepten/salade-met-perzik-en-tomaat/
428,Plaattaart met gegrilde groenten en geitenkaas,"['6 plakjes bladerdeeg', 'Een handje  geraspte kaas', '100 gram gegrilde paprika', '1  courgette', '1  rode ui', '50 gram geitenkaas', 'Een handje  rucola', 'Een handje  geroosterde pijnboompitten', '2 eetlepels honing']",https://www.leukerecepten.nl/recepten/plaattaart-met-gegrilde-groenten-en-geitenkaas/
429,Kipdrumsticks met mais van de bakplaat,"['2  mais kolven', '5  kippenpoten', '450 gr aardappels (in schil)', '2  puntpaprika’s', '5 eetlepels bloem', '1 theelepel paprikapoeder', '1 theelepel knoflookpoeder', 'Snufje  chilipoeder', '½ theelepel rozemarijn', 'peper en zout', 'Scheutje  olie']",https://www.leukerecepten.nl/recepten/kipdrumsticks-met-mais-van-de-bakplaat/
430,Sperziebonen curry met vis,"['500 gr sperziebonen', '1 gr pot milde currypasta 160 (Pataks)', '4 stukken witvis', '4  tomaten', '1  ui', '200 ml kokosmelk', 'peper en zout', 'Naanbrood om er bij te serveren']",https://www.leukerecepten.nl/recepten/sperziebonen-curry-met-vis/
431,Spicy pizza diavola,"['Deeg voor 2 pizza’s (Recept pizzadeeg)', '10  plakken spianata romana salami (of andere salami)', '2  rode pepers', '200 ml pastasaus', 'olijfolie (met chili)', 'bloem + om te bestuiven', '1  bol mozzarella', 'peterselie (optioneel)']",https://www.leukerecepten.nl/recepten/spicy-pizza-diavola/
432,Krokante kipburgers,"['4  broodjes', '2  kipfilet', '1  ei', '1 bordje  bloem', '75 gr cornflakes', '4  broodjes', '2  tomaten', '8 blaadjes sla', '1 eetlepel honing', '1 theelepel mosterd', '1 eetlepel mayoniase', '2 eetlepels Griekse yoghurt']",https://www.leukerecepten.nl/recepten/krokante-kipburgers/
433,Oosterse salade met garnalen,"['300 gr wokgarnalen met knoflook (diepvries)', '150 gr sla', '1  komkommer', '125  taugé', '2  kleine mango', 'Bosje  koriander', '2  handjes ongezouten cashewnoten']",https://www.leukerecepten.nl/recepten/oosterse-salade-met-garnalen/
434,Lasagne met salami,"['1  pak (spianata Romana) salami ca 16 plakken', '12  verse lasagne vellen ((harde vellen uit pak kan ook))', '600 gr tomatensaus', '2  bollen mozzarella', '1  courgette', '1  paprika', '1  ui', 'peper en zout', '½ theelepel italiaanse kruiden', '1 teen  knoflook', 'Handje geraspte kaas']",https://www.leukerecepten.nl/recepten/lasagne-met-salami/
435,Oosterse biefstuk spies met mango,"['250 gr biefstuk', '1  mango', '2  bosui', '1  limoen', '1 eetlepel honing', '2 eetlepels sojasaus', 'Sesamzaadjes voor de garnering', 'Snufje zwarte peper']",https://www.leukerecepten.nl/recepten/oosterse-biefstuk-spies-met-mango/
436,Pizza calzone,"['1  basisrecept pizzadeeg (of een bodem mix)', '200 ml pizzasaus', '4 plakken  salami', '1  paprika', '1 bol  mozzarella', '125 gr champignons', '1 theelepel italiaanse kruiden', '30 gr geraspte kaas', 'olijfolie']",https://www.leukerecepten.nl/recepten/pizza-calzone/
437,Citroen courgetti met zalm,"['1  grote courgette of 2 kleinere', '300 gr zalm (2 stuks)', '1  citroen', '2 teentjes knoflook', '1  uitje', '2 eetlepels creme fraiche (light)', '25 gr pijnboompitten', 'Scheutje  olie', '5 blaadjes  basilicum']",https://www.leukerecepten.nl/recepten/citroen-courgetti-met-zalm/
438,Pizza met courgette en feta van de BBQ,"['1  mix voor pizzabodem of  (zelfgemaakt pizzadeeg)', '200 ml pizzasaus', '1  niet al te grote courgette', '50 gr feta', 'bloem + om te bestuiven', 'peper en zout', 'olijfolie']",https://www.leukerecepten.nl/recepten/pizza-met-courgette-en-feta-van-de-bbq/
439,Surf en turf BBQ spiezen,"['200 gr biefstuk (puntjes)', '1  citroen', '8  grote rauwe garnalen (vriezer)', '2 eetlepels teriyakisaus', '1  teen knoflook', '1 eetlepel olijfolie', 'Snuf  tijm']",https://www.leukerecepten.nl/recepten/surf-en-turf-bbq-spiezen/
440,Fattoush salade,"['4  pitabroodjes', '1  komkommer', '1  citroen', 'Scheut  olijfolie', '4  tomaten', '2 theelepels sumak', '10  radijsjes', '1  little gem sla', 'Bosje  munt', 'peper en zout', '1  bakje granaatappelpitten (optioneel)']",https://www.leukerecepten.nl/recepten/fattoush-salade/
441,Tortellini met spinazie en kip,"['250 gr tortellini pasta (vulling naar keuze)', '2  tomaten', '1  sjalotje', '1 teentje knoflook', '250 gr kipfilet in blokjes', '225 gr spinazie (ontdooid)', '3 eetlepels roomkaas (of creme fraiche)', '2 eetlepels pijnboompitten (geroosterd)', ' 2  eetlepels  parmezaanse kaas ']",https://www.leukerecepten.nl/recepten/tortellini-met-spinazie-en-kip/
442,Couscous met rood fruit,"['300 gr couscous', 'groentebouillon', 'Oranjebloessemwater (of wat geraspte sinaasappel)', '250 gr aardbeien', '150 gr frambozen', '100 gr granaatappel pitten', '125 gr geitenkaas', '60 gr walnoten (grof gehakt)', '75 gr veldsla', '2  avocado’s']",https://www.leukerecepten.nl/recepten/couscous-met-rood-fruit/
443,Pizza met bacon en mango van de BBQ,"['1  mix voor pizzabodem of dit  (basisrecept voor pizzadeeg)', '200 ml pizzasaus', '1 gr kleine mango (ca 200vruchtvlees)', '6  plakken uitgebakken ontbijtspek', '75 gr geraspte mozzarella', 'verse peterselie', 'bloem + om te bestuiven']",https://www.leukerecepten.nl/recepten/pizza-met-bacon-en-mango-van-de-bbq/
444,Couscous met pistacheballetjes,"['150 gr couscous', 'Groentenbouillon', '40 gr rozijnen', '6  gedroogde dadels', '½   courgette', '4  radijsjes', '2 eetlepels pistache (ongezouten)']",https://www.leukerecepten.nl/recepten/couscous-met-pistacheballetjes/
445,Mini zalmpannetje met prei,"['200 gr verse zalm', '4 eetlepels kaas (geraspt)', '125 gr prei (fijngesneden)', '125 gr champignons (in plakjes)', '25 gr bloem', '25 gr boter om in te vetten', '200 ml (vis)bouillon', '2 eetlepels paneermeel', 'olie om te bakken']",https://www.leukerecepten.nl/recepten/mini-zalmpannetje-met-prei/
446,Oosterse noedelsalade met biefstukpuntjes,"['100 gr noedels', '300 gr biefstukpuntjes', '1  komkommer', '100 gr mango', '1  rode paprika', '250 gr sperziebonen', 'handje cashewnoten']",https://www.leukerecepten.nl/recepten/oosterse-noedelsalade-met-biefstukpuntjes/
447,Quesadilla met kip,"['2  wraps', '200 gr kip', '1  (punt)paprika', '1  uitje', '2 eetlepels mais', '½  zakje  fajita kruiden', '1 handje  gerapste kaas', '1  bosui', '125 gr zure room', 'olie om te bakken', 'koriander (optioneel)']",https://www.leukerecepten.nl/recepten/quesadilla-met-kip/
448,Zoete aardappel raita,"['1  rode ui', '2 eetlepels olie', '750 gr zoete aardappels', '4 theelepels kerrie', '1,5 eetlepel garam masala poeder', '4 theelepel kerrie', '500 gr sperziebonen', '250 gr Griekse yoghurt', '1 klein bosje  koriander', '2 eetlepels geschaafde amandelen (geroosterd)']",https://www.leukerecepten.nl/recepten/zoete-aardappel-raita/
449,Pasta met geroosterde bloemkool,"['1  bloemkool middelgroot (600 gr)', '1  rode ui', '1 theelepel tijm', 'Scheut  olie', '160 gr gedroogde tomaatjes (1 bakje)', '350 gr pappardelle (of tagliatelle)', 'Verse basilicum om te garneren', '100 gr parmaham']",https://www.leukerecepten.nl/recepten/pasta-met-geroosterde-bloemkool/
450,Vispakketje met spinazie,"['8  plakken bladerdeeg', '260 gr kabeljauw of witvis (2 filets)', '150 gr spinazie (vers of ontdooid uit de vriezer)', '75 gr kruiden roomkaas', '1  ei']",https://www.leukerecepten.nl/recepten/vispakketje-met-spinazie/
451,Wrap kip saté,"['2  kipfilets', '1  paprika', '4  wraps (middelgroot)', '100 gr ijsbergsla', '2 eetlepels bruine basterdsuiker', '2 eetlepels sojasaus', '1 theelepel sambal oelek (naar smaak)', '150 ml melk (soja)', '5 eetlepels pindakaas', 'Snuf peper en zout', 'olie om te bakken', '12  cherrytomaatjes']",https://www.leukerecepten.nl/recepten/wrap-kip-sate/
452,Sperziebonensalade met kip,"['4  kipfilets in blokjes ( ca. 600 gr)', '1 theelepel oregano', '1  Turks brood', '500 gr sperziebonen', '2  rode uien', '250 gr cherrytomaatjes', '100 gr feta', 'Scheut olijfolie', '1  citroen', 'Peper en zout']",https://www.leukerecepten.nl/recepten/sperziebonensalade-met-kip/
453,Ovenschotel met gehaktballetjes en broccoli,"['300 gr pasta', '500 gr h.o.h gehakt', '1  ei', '3 eetlepels paneermeel', '1 theelepel italiaanse kruiden', 'peper en zout', '1  blikje of pot pastasaus (400 gr)', '500 gr broccoli (in roosjes)', '3 eetlepels pijnboompitten', 'Handje kaas']",https://www.leukerecepten.nl/recepten/ovenschotel-gehaktballetjes-en-broccoli/
454,Broodje met speklap van de bbq,"['5  speklappen', '5  broodjes', '3  tomaten', '100 gr ijsbergsla', 'Knoflooksaus (of andere saus naar keuze)']",https://www.leukerecepten.nl/recepten/broodje-speklap-bbq/
455,Spinazie salade met varkenshaas,"['500 tot 600 gr varkenshaas (2 stuks)', '250 gr verse ananas', '200 gr verse spinazie', '250 gr taugé', '2 eetlepels sesamzaadjes', 'Scheut  sojasaus', '1 stukje  stukje gember', '1  knoflook', '1 eetlepel honing', '1 eetlepel olie']",https://www.leukerecepten.nl/recepten/spinazie-salade-varkenshaas/
456,Kip piri piri van de BBQ,"['5  kip drumsticks', '50 ml olijfolie', '1  rode peper', '1 theelepel paprikapoeder', '1  knoflookteen', '1/2 theelepel oregano', 'Snuf  peper en zout', 'Snuf  chilipoeder (naar smaak)', 'Sap van 1 citroen']",https://www.leukerecepten.nl/recepten/kip-piri-piri-bbq/
457,Sla wraps met zoete aardappel,"['350 gr zoete aardappels (ca 2 stuks)', '2  kipfilets', '1 theelepel cajunkruiden', '2  avocado’s', '1  kleine sjalot', 'Snuf  knoflookpoeder', '½  limoen', 'Snuf  peper en zout', '4  grote slabladen', '2 eetlepels amandelschaafsel']",https://www.leukerecepten.nl/recepten/sla-wraps-zoete-aardappel/
458,Nasi goreng,"['300 gr pandan rijst (gekookt en afgekoeld)', '1  uitje', '1  teen knoflook', ""2  paprika's"", '200 gr fijngesneden prei', 'scheut  ketjap', '250 gr champignons', '1 a 2  theelepels sambal', 'Snuf  komijn', 'Snuf  djahe (gemberwortel)', 'Snuf kurkuma', 'peper en zout', '4  eieren', 'kroepoek']",https://www.leukerecepten.nl/recepten/nasi-goreng/
459,Ovenschotel met gehakt en snijbonen,"['400 gr fijn gesneden snijbonen', '500 gr rundergehakt', '1  ui', '150 gr tomaatjes', '2 eetlepels milde curry pasta (bv Patak’s)', '750 gr aardappels (kruimig)', 'scheutje  kokosmelk', 'peper en zout', 'klontje  boter', '3 eetlepels grof gehakte amandelen', '1 eetlepel olie om te bakken']",https://www.leukerecepten.nl/recepten/ovenschotel-gehakt-en-snijbonen/
460,Zelfgemaakte ravioli met ricotta,"['1 x zelfgemaakt pastadeeg ((zie blog) )', '250 gr ricotta', '60 gr walnoten', '2 eetlepels pesto', 'Formaggio da pasta (kaaspoeder)', 'peper en zout', 'verse basilicum', 'goeie olijfolie']",https://www.leukerecepten.nl/recepten/zelfgemaakte-ravioli-ricotta/
461,Gevuld stokbrood met gehakt,"['300 gr gehakt', '1  groot stokbrood', '1  ui', 'olie om te bakken', '125 gr champignons', '½  courgette', '½ theelepel italiaanse kruiden', '½ theelepel paprikapoeder', 'peper en zout', '100 ml tomatensaus', '2 eetlepels pijnboompitten', 'Handje  geraspte kaas', 'Basilicum om te garneren']",https://www.leukerecepten.nl/recepten/gevuld-stokbrood-gehakt/
462,Tortellini met ratatouille,"['400 - 500 gr verse tortellini pasta (bv kaas/walnoot van de AH)', '1  courgette', '1  aubergine', '1  paprika', '1 teentje knoflook', '1  ui', '400 gr tomatenblokjes', '2 theelepels provinciaalse kruiden', 'peper en zout', '75 gr parmezaanse kaas', 'olie om te bakken']",https://www.leukerecepten.nl/recepten/tortellini-met-ratatouille/
463,Kip siam,"['300 gr kip', ""2  paprika's"", '200 gr rijst', '2  bosuitjes', '2 eetlepels oestersaus', '1 teentje knoflook', '1 eetlepel wokolie', '1 eetlepel ketjap', '100 ml water', '1 theelepel maïzena', 'Klein stukje  gember', 'Handje  cashewnoten (ongezouten)']",https://www.leukerecepten.nl/recepten/kip-siam/
464,Gegratineerde schnitzel,"['2  schnitzels', '125 gr champignons', '6  cherrytomaatjes', '2 eetlepels creme fraiche', '1  bosui', 'Handje geraspte kaas', '1  rood uitje', 'Snufje  peper']",https://www.leukerecepten.nl/recepten/gegratineerde-schnitzel/
465,Vispakketje met zalm,"['2  zalm filets', '1  limoen', '1  bosui', '1  teen knoflook', '1  stukje gember', '1  rode peper', 'Scheut  sojasaus', '1 eetlepel olie', '1 eetlepel sesamzaadjes', '125 gr taugé', '75 gr peen julienne']",https://www.leukerecepten.nl/recepten/vispakketje-met-zalm/
466,Tropische kip kokos salade,"['300 gr kip', '75 gr geraspte kokos', 'Scheutje  sojasaus', '1  ei', '3 eetlepels bloem', '200 gr mango (in stukjes)', '½   rode peper', 'bosje koriander', '1 krop little gem sla', '1  rode paprika (in reepjes)', 'Handje cashewnoten', '1 in avocado (plakjes)', '1  limoen', 'scheutje  olie', 'peper en zout', 'kneepje honing']",https://www.leukerecepten.nl/recepten/tropische-kip-kokos-salade/
467,Pitabroodje met gegrilde kaas,"['4  pitabroodjes', '225 gr halloumi kaas (AH of jumbo)', '1  aubergine', 'Handje  sla', 'peper en zout', '170 gr Griekse yoghurt', '1 a 2  theelepels harissa', 'olie om te bestrijken']",https://www.leukerecepten.nl/recepten/pitabroodje-gegrilde-kaas/
468,Quiche caprese,"['6  vellen deeg voor hartige taart', '5  eieren', '400 gr cherrytomaatjes', '2  bollen mozzarella', '250 ml room', 'Handje pijnboompitten', 'peper en zout', 'Verse basilicum ter garnering', '1 theelepel italiaanse kruiden', '1 eetlepel paneermeel']",https://www.leukerecepten.nl/recepten/quiche-caprese/
469,Spaghetti met spinazie en garnalen,"['150 gr spinazie (ontdooid)', '1  ui', '1 teentje knoflook', '150 gr spaghetti', '125 ml creme fraiche', ' 1 eetlepel pesto ( of zelfgemaakte pesto)', '100 gr garnalen', 'olie om te bakken', 'peper en zout', '2 eetlepels parmezaanse kaas (geraspt)']",https://www.leukerecepten.nl/recepten/spaghetti-spinazie-en-garnalen/
470,Wraps met pulled chicken,"['4  wraps (zelfgemaakt of kant en klaar)', '2  kipfilets', 'Handje sla', '1  avocado', '125 ml zure room', '150 gr tomaatjes', '1  rode ui', '1  teen knoflook', '1 theelepel paprikapoeder', '3 a 4 eetlepels ketchup', 'peper en zout', 'snuf chilipoeder', 'olie om te bakken']",https://www.leukerecepten.nl/recepten/wraps-pulled-chicken/
471,Vis met panko en tomaat,"['300 gr schelvis', '175 gr tomaatjes (aan tak)', '20 gr panko (japans broodkruim)', 'blaadjes verse basilicum', '1 eetlepel citroensap', 'peper en zout', 'scheutje olie']",https://www.leukerecepten.nl/recepten/vis-panko-en-tomaat/
472,Pasta ovenschotel gorgonzolasaus,"['400 gr champignons', 'olie om te bakken', '350 gr pasta', '300 gr verse spinazie', '1  uitje', '50 gr pijnboompitten', 'Handje  geraspte kaas', '75 gr gorgonzola', '125 ml slagroom', '125 ml melk', '20 gr bloem', '20 gr boter']",https://www.leukerecepten.nl/recepten/pasta-ovenschotel-gorgonzolasaus/
473,Varkenshaas uit de Airfryer,"['1  stuk varkenshaas a 350 gr', '½   ei', '3 eetlepels paneermeel', '1 teen  knoflook', '1  sjalotje', '3 eetlepels kaas', '2 eetlepels olijfolie', 'paar  takjes  verse peterselie', 'peper en zout']",https://www.leukerecepten.nl/recepten/varkenshaas-uit-de-airfryer/
474,Kip Madras,"['350 gr kippendijen', '½   rode peper', '2  rijpe tomaten', '1  ui', '1 teen  knoflook', 'Klein stukje gember a 2 cm', '1  paprika', '1  groene appel', '170 gr Griekse yoghurt (klein bakje)', 'olie om te bakken', 'Rijst en sperziebonen voor er bij te serveren']",https://www.leukerecepten.nl/recepten/kip-madras/
